DRUG_1_CONCEPT_NAME,DRUG_2_CONCEPT_NAME,EVENT_CONCEPT_NAME,MDR_CODE,MICROMEDEX_EVID_LEVEL,DRUG_1_CODE,DRUG_2_CODE,DRUG_1_QID,DRUG_2_QID,EVENT_QID,SOURCING_QID
meloxicam,mefenamate,Nephropathy toxic,10029155,Theoretical,41493,,Q414028,,Q1468324,Q18603603
meloxicam,sulindac,Nephropathy toxic,10029155,Theoretical,41493,10237,Q414028,Q963093,Q1468324,Q18603603
meloxicam,methotrexate,Nephropathy toxic,10029155,Theoretical,41493,6851,Q414028,Q422232,Q1468324,Q18603603
meloxicam,tenofovir disoproxil,Nephropathy toxic,10029155,Established,41493,300195,Q414028,Q27132753,Q1468324,Q123505415
meloxicam,parecoxib,Nephropathy toxic,10029155,Theoretical,41493,279950,Q414028,Q347941,Q1468324,Q18603603
meloxicam,aceclofenac,Nephropathy toxic,10029155,Theoretical,41493,16689,Q414028,Q481757,Q1468324,Q18603603
meloxicam,tenoxicam,Nephropathy toxic,10029155,Theoretical,41493,37790,Q414028,Q45050,Q1468324,Q18603603
meloxicam,dexketoprofen,Nephropathy toxic,10029155,Theoretical,41493,,Q414028,,Q1468324,Q18603603
meloxicam,tiaprofenate,Nephropathy toxic,10029155,Theoretical,41493,,Q414028,,Q1468324,Q18603603
fenoprofen,flurbiprofen,Nephropathy toxic,10029155,Theoretical,4331,4502,Q2555245,Q419890,Q1468324,Q18603603
fenoprofen,ibuprofen,Nephropathy toxic,10029155,Theoretical,4331,5640,Q2555245,Q186969,Q1468324,Q18603603
fenoprofen,indomethacin,Nephropathy toxic,10029155,Theoretical,4331,5781,Q2555245,Q409231,Q1468324,Q18603603
fenoprofen,ketoprofen,Nephropathy toxic,10029155,Theoretical,4331,6142,Q2555245,Q409192,Q1468324,Q18603603
fenoprofen,etodolac,Nephropathy toxic,10029155,Theoretical,4331,24605,Q2555245,Q2465218,Q1468324,Q18603603
fenoprofen,mefenamate,Nephropathy toxic,10029155,Theoretical,4331,,Q2555245,,Q1468324,Q18603603
fenoprofen,sulindac,Nephropathy toxic,10029155,Theoretical,4331,10237,Q2555245,Q963093,Q1468324,Q18603603
fenoprofen,tenofovir disoproxil,Nephropathy toxic,10029155,Established,4331,300195,Q2555245,Q27132753,Q1468324,Q123505415
fenoprofen,parecoxib,Nephropathy toxic,10029155,Theoretical,4331,279950,Q2555245,Q347941,Q1468324,Q18603603
fenoprofen,aceclofenac,Nephropathy toxic,10029155,Theoretical,4331,16689,Q2555245,Q481757,Q1468324,Q18603603
fenoprofen,tenoxicam,Nephropathy toxic,10029155,Theoretical,4331,37790,Q2555245,Q45050,Q1468324,Q18603603
fenoprofen,dexketoprofen,Nephropathy toxic,10029155,Theoretical,4331,,Q2555245,,Q1468324,Q18603603
fenoprofen,tiaprofenate,Nephropathy toxic,10029155,Theoretical,4331,,Q2555245,,Q1468324,Q18603603
flurbiprofen,ibuprofen,Nephropathy toxic,10029155,Theoretical,4502,5640,Q419890,Q186969,Q1468324,Q18603603
flurbiprofen,indomethacin,Nephropathy toxic,10029155,Theoretical,4502,5781,Q419890,Q409231,Q1468324,Q18603603
flurbiprofen,ketoprofen,Nephropathy toxic,10029155,Theoretical,4502,6142,Q419890,Q409192,Q1468324,Q18603603
flurbiprofen,etodolac,Nephropathy toxic,10029155,Theoretical,4502,24605,Q419890,Q2465218,Q1468324,Q18603603
flurbiprofen,mefenamate,Nephropathy toxic,10029155,Theoretical,4502,,Q419890,,Q1468324,Q18603603
flurbiprofen,sulindac,Nephropathy toxic,10029155,Theoretical,4502,10237,Q419890,Q963093,Q1468324,Q18603603
flurbiprofen,tenofovir disoproxil,Nephropathy toxic,10029155,Established,4502,300195,Q419890,Q27132753,Q1468324,Q123505415
flurbiprofen,parecoxib,Nephropathy toxic,10029155,Theoretical,4502,279950,Q419890,Q347941,Q1468324,Q18603603
flurbiprofen,aceclofenac,Nephropathy toxic,10029155,Theoretical,4502,16689,Q419890,Q481757,Q1468324,Q18603603
flurbiprofen,tenoxicam,Nephropathy toxic,10029155,Theoretical,4502,37790,Q419890,Q45050,Q1468324,Q18603603
flurbiprofen,dexketoprofen,Nephropathy toxic,10029155,Theoretical,4502,,Q419890,,Q1468324,Q18603603
flurbiprofen,tiaprofenate,Nephropathy toxic,10029155,Theoretical,4502,,Q419890,,Q1468324,Q18603603
ibuprofen,indomethacin,Nephropathy toxic,10029155,Theoretical,5640,5781,Q186969,Q409231,Q1468324,Q18603603
ibuprofen,ketoprofen,Nephropathy toxic,10029155,Theoretical,5640,6142,Q186969,Q409192,Q1468324,Q18603603
ibuprofen,etodolac,Nephropathy toxic,10029155,Theoretical,5640,24605,Q186969,Q2465218,Q1468324,Q18603603
ibuprofen,mefenamate,Nephropathy toxic,10029155,Theoretical,5640,,Q186969,,Q1468324,Q18603603
ibuprofen,sulindac,Nephropathy toxic,10029155,Theoretical,5640,10237,Q186969,Q963093,Q1468324,Q18603603
ibuprofen,tenofovir disoproxil,Nephropathy toxic,10029155,Established,5640,300195,Q186969,Q27132753,Q1468324,Q123505415
ibuprofen,parecoxib,Nephropathy toxic,10029155,Theoretical,5640,279950,Q186969,Q347941,Q1468324,Q18603603
ibuprofen,aceclofenac,Nephropathy toxic,10029155,Theoretical,5640,16689,Q186969,Q481757,Q1468324,Q18603603
ibuprofen,tenoxicam,Nephropathy toxic,10029155,Theoretical,5640,37790,Q186969,Q45050,Q1468324,Q18603603
ibuprofen,dexketoprofen,Nephropathy toxic,10029155,Theoretical,5640,,Q186969,,Q1468324,Q18603603
ibuprofen,tiaprofenate,Nephropathy toxic,10029155,Theoretical,5640,,Q186969,,Q1468324,Q18603603
indomethacin,ketoprofen,Nephropathy toxic,10029155,Theoretical,5781,6142,Q409231,Q409192,Q1468324,Q18603603
indomethacin,etodolac,Nephropathy toxic,10029155,Theoretical,5781,24605,Q409231,Q2465218,Q1468324,Q18603603
indomethacin,mefenamate,Nephropathy toxic,10029155,Theoretical,5781,,Q409231,,Q1468324,Q18603603
indomethacin,sulindac,Nephropathy toxic,10029155,Theoretical,5781,10237,Q409231,Q963093,Q1468324,Q18603603
indomethacin,tenofovir disoproxil,Nephropathy toxic,10029155,Established,5781,300195,Q409231,Q27132753,Q1468324,Q123505415
indomethacin,parecoxib,Nephropathy toxic,10029155,Theoretical,5781,279950,Q409231,Q347941,Q1468324,Q18603603
indomethacin,aceclofenac,Nephropathy toxic,10029155,Theoretical,5781,16689,Q409231,Q481757,Q1468324,Q18603603
indomethacin,tenoxicam,Nephropathy toxic,10029155,Theoretical,5781,37790,Q409231,Q45050,Q1468324,Q18603603
indomethacin,dexketoprofen,Nephropathy toxic,10029155,Theoretical,5781,,Q409231,,Q1468324,Q18603603
indomethacin,tiaprofenate,Nephropathy toxic,10029155,Theoretical,5781,,Q409231,,Q1468324,Q18603603
ketoprofen,etodolac,Nephropathy toxic,10029155,Theoretical,6142,24605,Q409192,Q2465218,Q1468324,Q18603603
ketoprofen,mefenamate,Nephropathy toxic,10029155,Theoretical,6142,,Q409192,,Q1468324,Q18603603
ketoprofen,sulindac,Nephropathy toxic,10029155,Theoretical,6142,10237,Q409192,Q963093,Q1468324,Q18603603
ketoprofen,tenofovir disoproxil,Nephropathy toxic,10029155,Established,6142,300195,Q409192,Q27132753,Q1468324,Q123505415
ketoprofen,parecoxib,Nephropathy toxic,10029155,Theoretical,6142,279950,Q409192,Q347941,Q1468324,Q18603603
ketoprofen,aceclofenac,Nephropathy toxic,10029155,Theoretical,6142,16689,Q409192,Q481757,Q1468324,Q18603603
ketoprofen,tenoxicam,Nephropathy toxic,10029155,Theoretical,6142,37790,Q409192,Q45050,Q1468324,Q18603603
ketoprofen,dexketoprofen,Nephropathy toxic,10029155,Theoretical,6142,,Q409192,,Q1468324,Q18603603
ketoprofen,tiaprofenate,Nephropathy toxic,10029155,Theoretical,6142,,Q409192,,Q1468324,Q18603603
etodolac,mefenamate,Nephropathy toxic,10029155,Theoretical,24605,,Q2465218,,Q1468324,Q18603603
etodolac,sulindac,Nephropathy toxic,10029155,Theoretical,24605,10237,Q2465218,Q963093,Q1468324,Q18603603
etodolac,tenofovir disoproxil,Nephropathy toxic,10029155,Established,24605,300195,Q2465218,Q27132753,Q1468324,Q123505415
etodolac,parecoxib,Nephropathy toxic,10029155,Theoretical,24605,279950,Q2465218,Q347941,Q1468324,Q18603603
etodolac,aceclofenac,Nephropathy toxic,10029155,Theoretical,24605,16689,Q2465218,Q481757,Q1468324,Q18603603
etodolac,tenoxicam,Nephropathy toxic,10029155,Theoretical,24605,37790,Q2465218,Q45050,Q1468324,Q18603603
etodolac,dexketoprofen,Nephropathy toxic,10029155,Theoretical,24605,,Q2465218,,Q1468324,Q18603603
etodolac,tiaprofenate,Nephropathy toxic,10029155,Theoretical,24605,,Q2465218,,Q1468324,Q18603603
mefenamate,sulindac,Nephropathy toxic,10029155,Theoretical,,10237,,Q963093,Q1468324,Q18603603
mefenamate,tenofovir disoproxil,Nephropathy toxic,10029155,Established,,300195,,Q27132753,Q1468324,Q123505415
mefenamate,parecoxib,Nephropathy toxic,10029155,Theoretical,,279950,,Q347941,Q1468324,Q18603603
mefenamate,aceclofenac,Nephropathy toxic,10029155,Theoretical,,16689,,Q481757,Q1468324,Q18603603
mefenamate,tenoxicam,Nephropathy toxic,10029155,Theoretical,,37790,,Q45050,Q1468324,Q18603603
mefenamate,dexketoprofen,Nephropathy toxic,10029155,Theoretical,,,,,Q1468324,Q18603603
mefenamate,tiaprofenate,Nephropathy toxic,10029155,Theoretical,,,,,Q1468324,Q18603603
sulindac,tenofovir disoproxil,Nephropathy toxic,10029155,Established,10237,300195,Q963093,Q27132753,Q1468324,Q123505415
sulindac,parecoxib,Nephropathy toxic,10029155,Theoretical,10237,279950,Q963093,Q347941,Q1468324,Q18603603
sulindac,aceclofenac,Nephropathy toxic,10029155,Theoretical,10237,16689,Q963093,Q481757,Q1468324,Q18603603
sulindac,tenoxicam,Nephropathy toxic,10029155,Theoretical,10237,37790,Q963093,Q45050,Q1468324,Q18603603
sulindac,dexketoprofen,Nephropathy toxic,10029155,Theoretical,10237,,Q963093,,Q1468324,Q18603603
sulindac,tiaprofenate,Nephropathy toxic,10029155,Theoretical,10237,,Q963093,,Q1468324,Q18603603
methotrexate,trimethoprim,Nephropathy toxic,10029155,Established,6851,10829,Q422232,Q422665,Q1468324,Q123505415
methotrexate,parecoxib,Nephropathy toxic,10029155,Theoretical,6851,279950,Q422232,Q347941,Q1468324,Q18603603
methotrexate,aceclofenac,Nephropathy toxic,10029155,Theoretical,6851,16689,Q422232,Q481757,Q1468324,Q18603603
methotrexate,dexketoprofen,Nephropathy toxic,10029155,Theoretical,6851,,Q422232,,Q1468324,Q18603603
carboplatin,amikacin,Nephropathy toxic,10029155,Theoretical,40048,641,Q415588,Q408529,Q1468324,Q18603603
carboplatin,streptomycin,Nephropathy toxic,10029155,Theoretical,40048,10109,Q415588,Q192717,Q1468324,Q18603603
carboplatin,gentamicin,Nephropathy toxic,10029155,Theoretical,40048,,Q415588,,Q1468324,Q18603603
trimethoprim,pentamidine,Nephropathy toxic,10029155,Theoretical,10829,7994,Q422665,Q416206,Q1468324,Q18603603
trimethoprim,cyclosporine,Nephropathy toxic,10029155,Theoretical,10829,3008,Q422665,Q367700,Q1468324,Q18603603
tenofovir disoproxil,parecoxib,Nephropathy toxic,10029155,Established,300195,279950,Q27132753,Q347941,Q1468324,Q123505415
tenofovir disoproxil,aceclofenac,Nephropathy toxic,10029155,Established,300195,16689,Q27132753,Q481757,Q1468324,Q123505415
tenofovir disoproxil,tenoxicam,Nephropathy toxic,10029155,Established,300195,37790,Q27132753,Q45050,Q1468324,Q123505415
tenofovir disoproxil,dexketoprofen,Nephropathy toxic,10029155,Established,300195,,Q27132753,,Q1468324,Q123505415
tenofovir disoproxil,tiaprofenate,Nephropathy toxic,10029155,Established,300195,,Q27132753,,Q1468324,Q123505415
parecoxib,aceclofenac,Nephropathy toxic,10029155,Theoretical,279950,16689,Q347941,Q481757,Q1468324,Q18603603
parecoxib,tenoxicam,Nephropathy toxic,10029155,Theoretical,279950,37790,Q347941,Q45050,Q1468324,Q18603603
parecoxib,dexketoprofen,Nephropathy toxic,10029155,Theoretical,279950,,Q347941,,Q1468324,Q18603603
parecoxib,tiaprofenate,Nephropathy toxic,10029155,Theoretical,279950,,Q347941,,Q1468324,Q18603603
tobramycin,carboplatin,Nephropathy toxic,10029155,Theoretical,10627,40048,Q1758380,Q415588,Q1468324,Q18603603
tobramycin,cisplatin,Nephropathy toxic,10029155,Probable,10627,2555,Q1758380,Q412415,Q1468324,Q56644435
tacrolimus,nabumetone,Nephropathy toxic,10029155,Probable,42316,31448,Q411648,Q425207,Q1468324,Q56644435
tacrolimus,naproxen,Nephropathy toxic,10029155,Probable,42316,7258,Q411648,Q1215575,Q1468324,Q56644435
tacrolimus,celecoxib,Nephropathy toxic,10029155,Probable,42316,140587,Q411648,Q408801,Q1468324,Q56644435
tacrolimus,diclofenac,Nephropathy toxic,10029155,Probable,42316,3355,Q411648,Q244408,Q1468324,Q56644435
tacrolimus,piroxicam,Nephropathy toxic,10029155,Probable,42316,8356,Q411648,Q408676,Q1468324,Q56644435
tacrolimus,meloxicam,Nephropathy toxic,10029155,Probable,42316,41493,Q411648,Q414028,Q1468324,Q56644435
tacrolimus,fenoprofen,Nephropathy toxic,10029155,Probable,42316,4331,Q411648,Q2555245,Q1468324,Q56644435
tacrolimus,flurbiprofen,Nephropathy toxic,10029155,Probable,42316,4502,Q411648,Q419890,Q1468324,Q56644435
tacrolimus,ibuprofen,Nephropathy toxic,10029155,Probable,42316,5640,Q411648,Q186969,Q1468324,Q56644435
tacrolimus,indomethacin,Nephropathy toxic,10029155,Probable,42316,5781,Q411648,Q409231,Q1468324,Q56644435
tacrolimus,ketoprofen,Nephropathy toxic,10029155,Probable,42316,6142,Q411648,Q409192,Q1468324,Q56644435
tacrolimus,etodolac,Nephropathy toxic,10029155,Probable,42316,24605,Q411648,Q2465218,Q1468324,Q56644435
tacrolimus,mefenamate,Nephropathy toxic,10029155,Probable,42316,,Q411648,,Q1468324,Q56644435
tacrolimus,sulindac,Nephropathy toxic,10029155,Probable,42316,10237,Q411648,Q963093,Q1468324,Q56644435
tacrolimus,foscarnet,Nephropathy toxic,10029155,Theoretical,42316,33562,Q411648,Q420387,Q1468324,Q18603603
tacrolimus,pentamidine,Nephropathy toxic,10029155,Theoretical,42316,7994,Q411648,Q416206,Q1468324,Q18603603
tacrolimus,parecoxib,Nephropathy toxic,10029155,Probable,42316,279950,Q411648,Q347941,Q1468324,Q56644435
tacrolimus,aceclofenac,Nephropathy toxic,10029155,Probable,42316,16689,Q411648,Q481757,Q1468324,Q56644435
tacrolimus,tenoxicam,Nephropathy toxic,10029155,Probable,42316,37790,Q411648,Q45050,Q1468324,Q56644435
tacrolimus,dexketoprofen,Nephropathy toxic,10029155,Probable,42316,,Q411648,,Q1468324,Q56644435
tacrolimus,tiaprofenate,Nephropathy toxic,10029155,Probable,42316,,Q411648,,Q1468324,Q56644435
indomethacin,eplerenone,Hyperkalaemia,10020646,Theoretical,5781,298869,Q409231,Q423804,Q605259,Q18603603
nabumetone,bendroflumethiazide,Acute kidney injury,10069339,Probable,31448,1369,Q425207,Q1169164,Q424337,Q56644435
nabumetone,chlorthalidone,Acute kidney injury,10069339,Probable,31448,2409,Q425207,Q425289,Q424337,Q56644435
nabumetone,clopamide,Acute kidney injury,10069339,Probable,31448,2603,Q425207,Q5135114,Q424337,Q56644435
naproxen,bendroflumethiazide,Acute kidney injury,10069339,Probable,7258,1369,Q1215575,Q1169164,Q424337,Q56644435
naproxen,chlorthalidone,Acute kidney injury,10069339,Probable,7258,2409,Q1215575,Q425289,Q424337,Q56644435
naproxen,clopamide,Acute kidney injury,10069339,Probable,7258,2603,Q1215575,Q5135114,Q424337,Q56644435
celecoxib,bendroflumethiazide,Acute kidney injury,10069339,Probable,140587,1369,Q408801,Q1169164,Q424337,Q56644435
celecoxib,chlorthalidone,Acute kidney injury,10069339,Probable,140587,2409,Q408801,Q425289,Q424337,Q56644435
celecoxib,clopamide,Acute kidney injury,10069339,Probable,140587,2603,Q408801,Q5135114,Q424337,Q56644435
diclofenac,bendroflumethiazide,Acute kidney injury,10069339,Probable,3355,1369,Q244408,Q1169164,Q424337,Q56644435
diclofenac,chlorthalidone,Acute kidney injury,10069339,Probable,3355,2409,Q244408,Q425289,Q424337,Q56644435
diclofenac,clopamide,Acute kidney injury,10069339,Probable,3355,2603,Q244408,Q5135114,Q424337,Q56644435
piroxicam,bendroflumethiazide,Acute kidney injury,10069339,Probable,8356,1369,Q408676,Q1169164,Q424337,Q56644435
piroxicam,chlorthalidone,Acute kidney injury,10069339,Probable,8356,2409,Q408676,Q425289,Q424337,Q56644435
piroxicam,clopamide,Acute kidney injury,10069339,Probable,8356,2603,Q408676,Q5135114,Q424337,Q56644435
meloxicam,bendroflumethiazide,Acute kidney injury,10069339,Probable,41493,1369,Q414028,Q1169164,Q424337,Q56644435
meloxicam,chlorthalidone,Acute kidney injury,10069339,Probable,41493,2409,Q414028,Q425289,Q424337,Q56644435
meloxicam,clopamide,Acute kidney injury,10069339,Probable,41493,2603,Q414028,Q5135114,Q424337,Q56644435
fenoprofen,bendroflumethiazide,Acute kidney injury,10069339,Probable,4331,1369,Q2555245,Q1169164,Q424337,Q56644435
fenoprofen,chlorthalidone,Acute kidney injury,10069339,Probable,4331,2409,Q2555245,Q425289,Q424337,Q56644435
fenoprofen,clopamide,Acute kidney injury,10069339,Probable,4331,2603,Q2555245,Q5135114,Q424337,Q56644435
flurbiprofen,bendroflumethiazide,Acute kidney injury,10069339,Probable,4502,1369,Q419890,Q1169164,Q424337,Q56644435
flurbiprofen,chlorthalidone,Acute kidney injury,10069339,Probable,4502,2409,Q419890,Q425289,Q424337,Q56644435
flurbiprofen,clopamide,Acute kidney injury,10069339,Probable,4502,2603,Q419890,Q5135114,Q424337,Q56644435
ibuprofen,bendroflumethiazide,Acute kidney injury,10069339,Probable,5640,1369,Q186969,Q1169164,Q424337,Q56644435
ibuprofen,chlorthalidone,Acute kidney injury,10069339,Probable,5640,2409,Q186969,Q425289,Q424337,Q56644435
ibuprofen,clopamide,Acute kidney injury,10069339,Probable,5640,2603,Q186969,Q5135114,Q424337,Q56644435
indomethacin,bendroflumethiazide,Acute kidney injury,10069339,Probable,5781,1369,Q409231,Q1169164,Q424337,Q56644435
indomethacin,chlorthalidone,Acute kidney injury,10069339,Probable,5781,2409,Q409231,Q425289,Q424337,Q56644435
indomethacin,clopamide,Acute kidney injury,10069339,Probable,5781,2603,Q409231,Q5135114,Q424337,Q56644435
ketoprofen,bendroflumethiazide,Acute kidney injury,10069339,Probable,6142,1369,Q409192,Q1169164,Q424337,Q56644435
ketoprofen,chlorthalidone,Acute kidney injury,10069339,Probable,6142,2409,Q409192,Q425289,Q424337,Q56644435
ketoprofen,clopamide,Acute kidney injury,10069339,Probable,6142,2603,Q409192,Q5135114,Q424337,Q56644435
etodolac,bendroflumethiazide,Acute kidney injury,10069339,Probable,24605,1369,Q2465218,Q1169164,Q424337,Q56644435
etodolac,chlorthalidone,Acute kidney injury,10069339,Probable,24605,2409,Q2465218,Q425289,Q424337,Q56644435
etodolac,clopamide,Acute kidney injury,10069339,Probable,24605,2603,Q2465218,Q5135114,Q424337,Q56644435
mefenamate,bendroflumethiazide,Acute kidney injury,10069339,Probable,,1369,,Q1169164,Q424337,Q56644435
mefenamate,chlorthalidone,Acute kidney injury,10069339,Probable,,2409,,Q425289,Q424337,Q56644435
mefenamate,clopamide,Acute kidney injury,10069339,Probable,,2603,,Q5135114,Q424337,Q56644435
sulindac,bendroflumethiazide,Acute kidney injury,10069339,Probable,10237,1369,Q963093,Q1169164,Q424337,Q56644435
sulindac,chlorthalidone,Acute kidney injury,10069339,Probable,10237,2409,Q963093,Q425289,Q424337,Q56644435
sulindac,clopamide,Acute kidney injury,10069339,Probable,10237,2603,Q963093,Q5135114,Q424337,Q56644435
bendroflumethiazide,parecoxib,Acute kidney injury,10069339,Probable,1369,279950,Q1169164,Q347941,Q424337,Q56644435
bendroflumethiazide,aceclofenac,Acute kidney injury,10069339,Probable,1369,16689,Q1169164,Q481757,Q424337,Q56644435
bendroflumethiazide,tenoxicam,Acute kidney injury,10069339,Probable,1369,37790,Q1169164,Q45050,Q424337,Q56644435
bendroflumethiazide,dexketoprofen,Acute kidney injury,10069339,Probable,1369,,Q1169164,,Q424337,Q56644435
bendroflumethiazide,tiaprofenate,Acute kidney injury,10069339,Probable,1369,,Q1169164,,Q424337,Q56644435
chlorthalidone,parecoxib,Acute kidney injury,10069339,Probable,2409,279950,Q425289,Q347941,Q424337,Q56644435
chlorthalidone,aceclofenac,Acute kidney injury,10069339,Probable,2409,16689,Q425289,Q481757,Q424337,Q56644435
chlorthalidone,tenoxicam,Acute kidney injury,10069339,Probable,2409,37790,Q425289,Q45050,Q424337,Q56644435
chlorthalidone,dexketoprofen,Acute kidney injury,10069339,Probable,2409,,Q425289,,Q424337,Q56644435
chlorthalidone,tiaprofenate,Acute kidney injury,10069339,Probable,2409,,Q425289,,Q424337,Q56644435
parecoxib,clopamide,Acute kidney injury,10069339,Probable,279950,2603,Q347941,Q5135114,Q424337,Q56644435
hydrochlorothiazide,nabumetone,Acute kidney injury,10069339,Probable,5487,31448,Q423930,Q425207,Q424337,Q56644435
hydrochlorothiazide,naproxen,Acute kidney injury,10069339,Probable,5487,7258,Q423930,Q1215575,Q424337,Q56644435
hydrochlorothiazide,celecoxib,Acute kidney injury,10069339,Probable,5487,140587,Q423930,Q408801,Q424337,Q56644435
hydrochlorothiazide,diclofenac,Acute kidney injury,10069339,Probable,5487,3355,Q423930,Q244408,Q424337,Q56644435
hydrochlorothiazide,piroxicam,Acute kidney injury,10069339,Probable,5487,8356,Q423930,Q408676,Q424337,Q56644435
hydrochlorothiazide,meloxicam,Acute kidney injury,10069339,Probable,5487,41493,Q423930,Q414028,Q424337,Q56644435
hydrochlorothiazide,fenoprofen,Acute kidney injury,10069339,Probable,5487,4331,Q423930,Q2555245,Q424337,Q56644435
hydrochlorothiazide,flurbiprofen,Acute kidney injury,10069339,Probable,5487,4502,Q423930,Q419890,Q424337,Q56644435
hydrochlorothiazide,ibuprofen,Acute kidney injury,10069339,Probable,5487,5640,Q423930,Q186969,Q424337,Q56644435
hydrochlorothiazide,indomethacin,Acute kidney injury,10069339,Probable,5487,5781,Q423930,Q409231,Q424337,Q56644435
hydrochlorothiazide,ketoprofen,Acute kidney injury,10069339,Probable,5487,6142,Q423930,Q409192,Q424337,Q56644435
hydrochlorothiazide,etodolac,Acute kidney injury,10069339,Probable,5487,24605,Q423930,Q2465218,Q424337,Q56644435
hydrochlorothiazide,mefenamate,Acute kidney injury,10069339,Probable,5487,,Q423930,,Q424337,Q56644435
hydrochlorothiazide,sulindac,Acute kidney injury,10069339,Probable,5487,10237,Q423930,Q963093,Q424337,Q56644435
hydrochlorothiazide,parecoxib,Acute kidney injury,10069339,Probable,5487,279950,Q423930,Q347941,Q424337,Q56644435
hydrochlorothiazide,aceclofenac,Acute kidney injury,10069339,Probable,5487,16689,Q423930,Q481757,Q424337,Q56644435
hydrochlorothiazide,tenoxicam,Acute kidney injury,10069339,Probable,5487,37790,Q423930,Q45050,Q424337,Q56644435
hydrochlorothiazide,dexketoprofen,Acute kidney injury,10069339,Probable,5487,,Q423930,,Q424337,Q56644435
hydrochlorothiazide,tiaprofenate,Acute kidney injury,10069339,Probable,5487,,Q423930,,Q424337,Q56644435
indapamide,nabumetone,Acute kidney injury,10069339,Probable,5764,31448,Q1078392,Q425207,Q424337,Q56644435
indapamide,naproxen,Acute kidney injury,10069339,Probable,5764,7258,Q1078392,Q1215575,Q424337,Q56644435
indapamide,celecoxib,Acute kidney injury,10069339,Probable,5764,140587,Q1078392,Q408801,Q424337,Q56644435
indapamide,diclofenac,Acute kidney injury,10069339,Probable,5764,3355,Q1078392,Q244408,Q424337,Q56644435
indapamide,piroxicam,Acute kidney injury,10069339,Probable,5764,8356,Q1078392,Q408676,Q424337,Q56644435
indapamide,meloxicam,Acute kidney injury,10069339,Probable,5764,41493,Q1078392,Q414028,Q424337,Q56644435
indapamide,fenoprofen,Acute kidney injury,10069339,Probable,5764,4331,Q1078392,Q2555245,Q424337,Q56644435
indapamide,flurbiprofen,Acute kidney injury,10069339,Probable,5764,4502,Q1078392,Q419890,Q424337,Q56644435
indapamide,ibuprofen,Acute kidney injury,10069339,Probable,5764,5640,Q1078392,Q186969,Q424337,Q56644435
indapamide,indomethacin,Acute kidney injury,10069339,Probable,5764,5781,Q1078392,Q409231,Q424337,Q56644435
indapamide,ketoprofen,Acute kidney injury,10069339,Probable,5764,6142,Q1078392,Q409192,Q424337,Q56644435
indapamide,etodolac,Acute kidney injury,10069339,Probable,5764,24605,Q1078392,Q2465218,Q424337,Q56644435
indapamide,mefenamate,Acute kidney injury,10069339,Probable,5764,,Q1078392,,Q424337,Q56644435
indapamide,sulindac,Acute kidney injury,10069339,Probable,5764,10237,Q1078392,Q963093,Q424337,Q56644435
indapamide,parecoxib,Acute kidney injury,10069339,Probable,5764,279950,Q1078392,Q347941,Q424337,Q56644435
indapamide,aceclofenac,Acute kidney injury,10069339,Probable,5764,16689,Q1078392,Q481757,Q424337,Q56644435
indapamide,tenoxicam,Acute kidney injury,10069339,Probable,5764,37790,Q1078392,Q45050,Q424337,Q56644435
indapamide,dexketoprofen,Acute kidney injury,10069339,Probable,5764,,Q1078392,,Q424337,Q56644435
indapamide,tiaprofenate,Acute kidney injury,10069339,Probable,5764,,Q1078392,,Q424337,Q56644435
naratriptan,ergotamine,Vasoconstriction,10047139,Probable,141366,4025,Q421315,Q419186,Q1067506,Q56644435
norepinephrine,linezolid,Blood pressure increased,10005750,Theoretical,7512,190376,Q186242,Q411377,Q123562711,Q18603603
dopamine,linezolid,Blood pressure increased,10005750,Theoretical,3628,190376,Q170304,Q411377,Q123562711,Q18603603
epinephrine,linezolid,Blood pressure increased,10005750,Theoretical,3992,190376,Q132621,Q411377,Q123562711,Q18603603
methylphenidate,linezolid,Blood pressure increased,10005750,Theoretical,6901,190376,Q27122839,Q411377,Q123562711,Q18603603
phenelzine,entacapone,Blood pressure increased,10005750,Theoretical,8123,60307,Q1747559,Q416444,Q123562711,Q18603603
phenylephrine,moclobemide,Hypertensive crisis,10020802,Theoretical,8163,30121,Q421910,Q421934,Q25303605,Q18603603
sumatriptan,ergotamine,Vasoconstriction,10047139,Probable,37418,4025,Q416978,Q419186,Q1067506,Q56644435
ergotamine,eletriptan,Vasoconstriction,10047139,Theoretical,4025,231049,Q419186,Q415032,Q1067506,Q18603603
ergotamine,propranolol,Vasoconstriction,10047139,Probable,4025,8787,Q419186,Q423364,Q1067506,Q56644435
ergotamine,oxprenolol,Vasoconstriction,10047139,Theoretical,4025,7801,Q419186,Q425963,Q1067506,Q18603603
ergotamine,itraconazole,Ergot poisoning,10015124,Probable,4025,28031,Q419186,Q411229,Q955948,Q56644435
ergotamine,voriconazole,Ergot poisoning,10015124,Theoretical,4025,121243,Q419186,Q412236,Q955948,Q18603603
ergotamine,ritonavir,Ergot poisoning,10015124,Probable,4025,85762,Q419186,Q422618,Q955948,Q56644435
ergotamine,clarithromycin,Ergot poisoning,10015124,Probable,4025,21212,Q419186,Q118551,Q955948,Q56644435
ergotamine,cobicistat,Ergot poisoning,10015124,Theoretical,4025,1306284,Q419186,Q5138908,Q955948,Q18603603
ergotamine,idelalisib,Ergot poisoning,10015124,Theoretical,4025,1544460,Q419186,Q5908266,Q955948,Q18603603
