,DRUG_1_CONCEPT_NAME,DRUG_2_CONCEPT_NAME,EVENT_CONCEPT_NAME,MDR_CODE,MICROMEDEX_EVID_LEVEL,DRUG_1_CODE,DRUG_2_CODE
89154,sulindac,aceclofenac,Nephropathy toxic,10029155,Theoretical,1236607,19029393
89170,sulindac,tenoxicam,Nephropathy toxic,10029155,Theoretical,1236607,19041220
89186,sulindac,dexketoprofen,Nephropathy toxic,10029155,Theoretical,1236607,19056874
89202,sulindac,tiaprofenate,Nephropathy toxic,10029155,Theoretical,1236607,19086910
89218,methotrexate,trimethoprim,Nephropathy toxic,10029155,Established,1305058,1705674
89248,methotrexate,parecoxib,Nephropathy toxic,10029155,Theoretical,1305058,19003570
89268,methotrexate,aceclofenac,Nephropathy toxic,10029155,Theoretical,1305058,19029393
89288,methotrexate,dexketoprofen,Nephropathy toxic,10029155,Theoretical,1305058,19056874
89308,carboplatin,amikacin,Nephropathy toxic,10029155,Theoretical,1344905,1790868
89328,carboplatin,streptomycin,Nephropathy toxic,10029155,Theoretical,1344905,1836191
89348,carboplatin,gentamicin,Nephropathy toxic,10029155,Theoretical,1344905,45892419
89368,trimethoprim,pentamidine,Nephropathy toxic,10029155,Theoretical,1705674,1730370
89398,trimethoprim,cyclosporine,Nephropathy toxic,10029155,Theoretical,1705674,19010482
89428,tenofovir disoproxil,parecoxib,Nephropathy toxic,10029155,Established,1710281,19003570
89444,tenofovir disoproxil,aceclofenac,Nephropathy toxic,10029155,Established,1710281,19029393
89460,tenofovir disoproxil,tenoxicam,Nephropathy toxic,10029155,Established,1710281,19041220
89476,tenofovir disoproxil,dexketoprofen,Nephropathy toxic,10029155,Established,1710281,19056874
89492,tenofovir disoproxil,tiaprofenate,Nephropathy toxic,10029155,Established,1710281,19086910
89508,parecoxib,aceclofenac,Nephropathy toxic,10029155,Theoretical,19003570,19029393
89524,parecoxib,tenoxicam,Nephropathy toxic,10029155,Theoretical,19003570,19041220
89540,parecoxib,dexketoprofen,Nephropathy toxic,10029155,Theoretical,19003570,19056874
89556,parecoxib,tiaprofenate,Nephropathy toxic,10029155,Theoretical,19003570,19086910
89572,tobramycin,carboplatin,Nephropathy toxic,10029155,Theoretical,902722,1344905
89592,tobramycin,cisplatin,Nephropathy toxic,10029155,Probable,902722,1397599
89612,tacrolimus,nabumetone,Nephropathy toxic,10029155,Probable,950637,1113648
89628,tacrolimus,naproxen,Nephropathy toxic,10029155,Probable,950637,1115008
89648,tacrolimus,celecoxib,Nephropathy toxic,10029155,Probable,950637,1118084
89664,tacrolimus,diclofenac,Nephropathy toxic,10029155,Probable,950637,1124300
89696,tacrolimus,piroxicam,Nephropathy toxic,10029155,Probable,950637,1146810
89716,tacrolimus,meloxicam,Nephropathy toxic,10029155,Probable,950637,1150345
89732,tacrolimus,fenoprofen,Nephropathy toxic,10029155,Probable,950637,1153928
89748,tacrolimus,flurbiprofen,Nephropathy toxic,10029155,Probable,950637,1156378
89768,tacrolimus,ibuprofen,Nephropathy toxic,10029155,Probable,950637,1177480
89800,tacrolimus,indomethacin,Nephropathy toxic,10029155,Probable,950637,1178663
89820,tacrolimus,ketoprofen,Nephropathy toxic,10029155,Probable,950637,1185922
89836,tacrolimus,etodolac,Nephropathy toxic,10029155,Probable,950637,1195492
89852,tacrolimus,mefenamate,Nephropathy toxic,10029155,Probable,950637,1197736
89868,tacrolimus,sulindac,Nephropathy toxic,10029155,Probable,950637,1236607
89884,tacrolimus,foscarnet,Nephropathy toxic,10029155,Theoretical,950637,1724700
89904,tacrolimus,pentamidine,Nephropathy toxic,10029155,Theoretical,950637,1730370
89924,tacrolimus,parecoxib,Nephropathy toxic,10029155,Probable,950637,19003570
89940,tacrolimus,aceclofenac,Nephropathy toxic,10029155,Probable,950637,19029393
89956,tacrolimus,tenoxicam,Nephropathy toxic,10029155,Probable,950637,19041220
89972,tacrolimus,dexketoprofen,Nephropathy toxic,10029155,Probable,950637,19056874
89988,tacrolimus,tiaprofenate,Nephropathy toxic,10029155,Probable,950637,19086910
90004,indomethacin,eplerenone,Hyperkalaemia,10020646,Theoretical,1178663,1309799
90024,nabumetone,bendroflumethiazide,Acute kidney injury,10069339,Probable,1113648,1316354
90040,nabumetone,chlorthalidone,Acute kidney injury,10069339,Probable,1113648,1395058
90056,nabumetone,clopamide,Acute kidney injury,10069339,Probable,1113648,19099181
90068,naproxen,bendroflumethiazide,Acute kidney injury,10069339,Probable,1115008,1316354
90088,naproxen,chlorthalidone,Acute kidney injury,10069339,Probable,1115008,1395058
90108,naproxen,clopamide,Acute kidney injury,10069339,Probable,1115008,19099181
90123,celecoxib,bendroflumethiazide,Acute kidney injury,10069339,Probable,1118084,1316354
90139,celecoxib,chlorthalidone,Acute kidney injury,10069339,Probable,1118084,1395058
90155,celecoxib,clopamide,Acute kidney injury,10069339,Probable,1118084,19099181
90167,diclofenac,bendroflumethiazide,Acute kidney injury,10069339,Probable,1124300,1316354
90199,diclofenac,chlorthalidone,Acute kidney injury,10069339,Probable,1124300,1395058
90231,diclofenac,clopamide,Acute kidney injury,10069339,Probable,1124300,19099181
90255,piroxicam,bendroflumethiazide,Acute kidney injury,10069339,Probable,1146810,1316354
90275,piroxicam,chlorthalidone,Acute kidney injury,10069339,Probable,1146810,1395058
90295,piroxicam,clopamide,Acute kidney injury,10069339,Probable,1146810,19099181
90310,meloxicam,bendroflumethiazide,Acute kidney injury,10069339,Probable,1150345,1316354
90326,meloxicam,chlorthalidone,Acute kidney injury,10069339,Probable,1150345,1395058
90342,meloxicam,clopamide,Acute kidney injury,10069339,Probable,1150345,19099181
90354,fenoprofen,bendroflumethiazide,Acute kidney injury,10069339,Probable,1153928,1316354
90370,fenoprofen,chlorthalidone,Acute kidney injury,10069339,Probable,1153928,1395058
90386,fenoprofen,clopamide,Acute kidney injury,10069339,Probable,1153928,19099181
90398,flurbiprofen,bendroflumethiazide,Acute kidney injury,10069339,Probable,1156378,1316354
90418,flurbiprofen,chlorthalidone,Acute kidney injury,10069339,Probable,1156378,1395058
90438,flurbiprofen,clopamide,Acute kidney injury,10069339,Probable,1156378,19099181
90453,ibuprofen,bendroflumethiazide,Acute kidney injury,10069339,Probable,1177480,1316354
90485,ibuprofen,chlorthalidone,Acute kidney injury,10069339,Probable,1177480,1395058
90517,ibuprofen,clopamide,Acute kidney injury,10069339,Probable,1177480,19099181
90541,indomethacin,bendroflumethiazide,Acute kidney injury,10069339,Probable,1178663,1316354
90561,indomethacin,chlorthalidone,Acute kidney injury,10069339,Probable,1178663,1395058
90581,indomethacin,clopamide,Acute kidney injury,10069339,Probable,1178663,19099181
90596,ketoprofen,bendroflumethiazide,Acute kidney injury,10069339,Probable,1185922,1316354
90612,ketoprofen,chlorthalidone,Acute kidney injury,10069339,Probable,1185922,1395058
90628,ketoprofen,clopamide,Acute kidney injury,10069339,Probable,1185922,19099181
90640,etodolac,bendroflumethiazide,Acute kidney injury,10069339,Probable,1195492,1316354
90656,etodolac,chlorthalidone,Acute kidney injury,10069339,Probable,1195492,1395058
90672,etodolac,clopamide,Acute kidney injury,10069339,Probable,1195492,19099181
90684,mefenamate,bendroflumethiazide,Acute kidney injury,10069339,Probable,1197736,1316354
90700,mefenamate,chlorthalidone,Acute kidney injury,10069339,Probable,1197736,1395058
90716,mefenamate,clopamide,Acute kidney injury,10069339,Probable,1197736,19099181
90728,sulindac,bendroflumethiazide,Acute kidney injury,10069339,Probable,1236607,1316354
90744,sulindac,chlorthalidone,Acute kidney injury,10069339,Probable,1236607,1395058
90760,sulindac,clopamide,Acute kidney injury,10069339,Probable,1236607,19099181
90772,bendroflumethiazide,parecoxib,Acute kidney injury,10069339,Probable,1316354,19003570
90788,bendroflumethiazide,aceclofenac,Acute kidney injury,10069339,Probable,1316354,19029393
90804,bendroflumethiazide,tenoxicam,Acute kidney injury,10069339,Probable,1316354,19041220
90820,bendroflumethiazide,dexketoprofen,Acute kidney injury,10069339,Probable,1316354,19056874
90836,bendroflumethiazide,tiaprofenate,Acute kidney injury,10069339,Probable,1316354,19086910
90852,chlorthalidone,parecoxib,Acute kidney injury,10069339,Probable,1395058,19003570
90868,chlorthalidone,aceclofenac,Acute kidney injury,10069339,Probable,1395058,19029393
90884,chlorthalidone,tenoxicam,Acute kidney injury,10069339,Probable,1395058,19041220
90900,chlorthalidone,dexketoprofen,Acute kidney injury,10069339,Probable,1395058,19056874
90916,chlorthalidone,tiaprofenate,Acute kidney injury,10069339,Probable,1395058,19086910
90932,parecoxib,clopamide,Acute kidney injury,10069339,Probable,19003570,19099181
90944,hydrochlorothiazide,nabumetone,Acute kidney injury,10069339,Probable,974166,1113648
90960,hydrochlorothiazide,naproxen,Acute kidney injury,10069339,Probable,974166,1115008
90980,hydrochlorothiazide,celecoxib,Acute kidney injury,10069339,Probable,974166,1118084
90996,hydrochlorothiazide,diclofenac,Acute kidney injury,10069339,Probable,974166,1124300
91028,hydrochlorothiazide,piroxicam,Acute kidney injury,10069339,Probable,974166,1146810
91048,hydrochlorothiazide,meloxicam,Acute kidney injury,10069339,Probable,974166,1150345
91064,hydrochlorothiazide,fenoprofen,Acute kidney injury,10069339,Probable,974166,1153928
91080,hydrochlorothiazide,flurbiprofen,Acute kidney injury,10069339,Probable,974166,1156378
91100,hydrochlorothiazide,ibuprofen,Acute kidney injury,10069339,Probable,974166,1177480
91132,hydrochlorothiazide,indomethacin,Acute kidney injury,10069339,Probable,974166,1178663
91152,hydrochlorothiazide,ketoprofen,Acute kidney injury,10069339,Probable,974166,1185922
91168,hydrochlorothiazide,etodolac,Acute kidney injury,10069339,Probable,974166,1195492
91184,hydrochlorothiazide,mefenamate,Acute kidney injury,10069339,Probable,974166,1197736
91200,hydrochlorothiazide,sulindac,Acute kidney injury,10069339,Probable,974166,1236607
91216,hydrochlorothiazide,parecoxib,Acute kidney injury,10069339,Probable,974166,19003570
91232,hydrochlorothiazide,aceclofenac,Acute kidney injury,10069339,Probable,974166,19029393
91248,hydrochlorothiazide,tenoxicam,Acute kidney injury,10069339,Probable,974166,19041220
91264,hydrochlorothiazide,dexketoprofen,Acute kidney injury,10069339,Probable,974166,19056874
91280,hydrochlorothiazide,tiaprofenate,Acute kidney injury,10069339,Probable,974166,19086910
91296,indapamide,nabumetone,Acute kidney injury,10069339,Probable,978555,1113648
91312,indapamide,naproxen,Acute kidney injury,10069339,Probable,978555,1115008
91332,indapamide,celecoxib,Acute kidney injury,10069339,Probable,978555,1118084
91348,indapamide,diclofenac,Acute kidney injury,10069339,Probable,978555,1124300
91380,indapamide,piroxicam,Acute kidney injury,10069339,Probable,978555,1146810
91400,indapamide,meloxicam,Acute kidney injury,10069339,Probable,978555,1150345
91416,indapamide,fenoprofen,Acute kidney injury,10069339,Probable,978555,1153928
91432,indapamide,flurbiprofen,Acute kidney injury,10069339,Probable,978555,1156378
91452,indapamide,ibuprofen,Acute kidney injury,10069339,Probable,978555,1177480
91484,indapamide,indomethacin,Acute kidney injury,10069339,Probable,978555,1178663
91504,indapamide,ketoprofen,Acute kidney injury,10069339,Probable,978555,1185922
91520,indapamide,etodolac,Acute kidney injury,10069339,Probable,978555,1195492
91536,indapamide,mefenamate,Acute kidney injury,10069339,Probable,978555,1197736
91552,indapamide,sulindac,Acute kidney injury,10069339,Probable,978555,1236607
91568,indapamide,parecoxib,Acute kidney injury,10069339,Probable,978555,19003570
91584,indapamide,aceclofenac,Acute kidney injury,10069339,Probable,978555,19029393
91600,indapamide,tenoxicam,Acute kidney injury,10069339,Probable,978555,19041220
91616,indapamide,dexketoprofen,Acute kidney injury,10069339,Probable,978555,19056874
91632,indapamide,tiaprofenate,Acute kidney injury,10069339,Probable,978555,19086910
91648,naratriptan,ergotamine,Vasoconstriction,10047139,Probable,1118117,1145379
91673,norepinephrine,linezolid,Blood pressure increased,10005750,Theoretical,1321341,1736887
91697,dopamine,linezolid,Blood pressure increased,10005750,Theoretical,1337860,1736887
91717,epinephrine,linezolid,Blood pressure increased,10005750,Theoretical,1343916,1736887
91733,methylphenidate,linezolid,Blood pressure increased,10005750,Theoretical,705944,1736887
91753,phenelzine,entacapone,Blood pressure increased,10005750,Theoretical,733896,782211
91773,phenylephrine,moclobemide,Hypertensive crisis,10020802,Theoretical,1135766,19010652
91797,sumatriptan,ergotamine,Vasoconstriction,10047139,Probable,1140643,1145379
91822,ergotamine,eletriptan,Vasoconstriction,10047139,Theoretical,1145379,1189697
91847,ergotamine,propranolol,Vasoconstriction,10047139,Probable,1145379,1353766
91872,ergotamine,oxprenolol,Vasoconstriction,10047139,Theoretical,1145379,19024904
91887,ergotamine,itraconazole,Ergot poisoning,10015124,Probable,1145379,1703653
91907,ergotamine,voriconazole,Ergot poisoning,10015124,Theoretical,1145379,1714277
91927,ergotamine,ritonavir,Ergot poisoning,10015124,Probable,1145379,1748921
91947,ergotamine,clarithromycin,Ergot poisoning,10015124,Probable,1145379,1750500
91967,ergotamine,cobicistat,Ergot poisoning,10015124,Theoretical,1145379,42874220
91982,ergotamine,idelalisib,Ergot poisoning,10015124,Theoretical,1145379,45776944
92002,ketoconazole,ergotamine,Ergot poisoning,10015124,Probable,985708,1145379
92022,ergotamine,erythromycin,Ergot poisoning,10015124,Probable,1145379,1746940
92057,ergotamine,crizotinib,Ergot poisoning,10015124,Theoretical,1145379,40242675
92077,pseudoephedrine,linezolid,Blood pressure increased,10005750,Theoretical,1154332,1736887
92097,imatinib,ibrutinib,Bone marrow failure,10065553,Theoretical,1304107,44507848
92117,imatinib,idelalisib,Bone marrow failure,10065553,Theoretical,1304107,45776944
92137,methotrexate,trimethoprim,Bone marrow failure,10065553,Established,1305058,1705674
92167,methotrexate,sulfamethoxazole,Bone marrow failure,10065553,Established,1305058,1836430
92187,vincristine,idelalisib,Bone marrow failure,10065553,Theoretical,1308290,45776944
92207,cyclophosphamide,pentostatin,Bone marrow failure,10065553,Probable,1310317,19031224
92223,docetaxel,idelalisib,Bone marrow failure,10065553,Theoretical,1315942,45776944
92239,bleomycin,brentuximab vedotin,Bone marrow failure,10065553,Probable,1329241,40241969
92259,arsenic trioxide,trimethoprim,Bone marrow failure,10065553,Theoretical,1333379,1705674
92283,arsenic trioxide,pentamidine,Bone marrow failure,10065553,Theoretical,1333379,1730370
92303,arsenic trioxide,sulfamethoxazole,Bone marrow failure,10065553,Theoretical,1333379,1836430
92319,arsenic trioxide,crizotinib,Bone marrow failure,10065553,Theoretical,1333379,40242675
92335,sunitinib,crizotinib,Bone marrow failure,10065553,Theoretical,1336539,40242675
92355,sunitinib,idelalisib,Bone marrow failure,10065553,Theoretical,1336539,45776944
92375,dasatinib,crizotinib,Bone marrow failure,10065553,Theoretical,1358436,40242675
92391,dasatinib,idelalisib,Bone marrow failure,10065553,Theoretical,1358436,45776944
92407,sorafenib,crizotinib,Bone marrow failure,10065553,Theoretical,1363387,40242675
92427,sorafenib,idelalisib,Bone marrow failure,10065553,Theoretical,1363387,45776944
92447,irinotecan,idelalisib,Bone marrow failure,10065553,Theoretical,1367268,45776944
92467,paclitaxel,trimethoprim,Bone marrow failure,10065553,Theoretical,1378382,1705674
92497,paclitaxel,crizotinib,Bone marrow failure,10065553,Theoretical,1378382,40242675
92517,paclitaxel,idelalisib,Bone marrow failure,10065553,Theoretical,1378382,45776944
92537,mitomycin,vinblastine,Bone marrow failure,10065553,Theoretical,1389036,19008264
92557,nilotinib,crizotinib,Bone marrow failure,10065553,Theoretical,1394023,40242675
92577,nilotinib,idelalisib,Bone marrow failure,10065553,Theoretical,1394023,45776944
92597,fludarabine,pentostatin,Bone marrow failure,10065553,Probable,1395557,19031224
92617,trimethoprim,pentamidine,Bone marrow failure,10065553,Theoretical,1705674,1730370
92647,trimethoprim,pyrimethamine,Bone marrow failure,10065553,Probable,1705674,1760039
92671,pentamidine,sulfamethoxazole,Bone marrow failure,10065553,Theoretical,1730370,1836430
92691,pentamidine,crizotinib,Bone marrow failure,10065553,Theoretical,1730370,40242675
92711,everolimus,idelalisib,Bone marrow failure,10065553,Theoretical,19011440,45776944
92727,temsirolimus,idelalisib,Bone marrow failure,10065553,Theoretical,19092845,45776944
92743,vinflunine,crizotinib,Bone marrow failure,10065553,Theoretical,36878852,40242675
92763,vinflunine,dabrafenib,Bone marrow failure,10065553,Theoretical,36878852,43532299
92788,vinflunine,idelalisib,Bone marrow failure,10065553,Theoretical,36878852,45776944
92808,pazopanib,crizotinib,Bone marrow failure,10065553,Theoretical,40167554,40242675
92828,pazopanib,idelalisib,Bone marrow failure,10065553,Theoretical,40167554,45776944
92848,cabazitaxel,idelalisib,Bone marrow failure,10065553,Established,40222431,45776944
92864,crizotinib,bosutinib,Bone marrow failure,10065553,Theoretical,40242675,42900401
92880,crizotinib,dabrafenib,Bone marrow failure,10065553,Theoretical,40242675,43532299
92900,crizotinib,ibrutinib,Bone marrow failure,10065553,Theoretical,40242675,44507848
92916,crizotinib,ceritinib,Bone marrow failure,10065553,Theoretical,40242675,44818466
92932,crizotinib,idelalisib,Bone marrow failure,10065553,Theoretical,40242675,45776944
92948,ruxolitinib,idelalisib,Bone marrow failure,10065553,Theoretical,40244464,45776944
92968,bosutinib,idelalisib,Bone marrow failure,10065553,Theoretical,42900401,45776944
92984,cabozantinib,idelalisib,Bone marrow failure,10065553,Theoretical,43012292,45776944
93004,dabrafenib,idelalisib,Bone marrow failure,10065553,Theoretical,43532299,45776944
93024,ibrutinib,idelalisib,Bone marrow failure,10065553,Theoretical,44507848,45776944
93040,ceritinib,idelalisib,Bone marrow failure,10065553,Theoretical,44818466,45776944
93056,olanzapine,clozapine,Bone marrow failure,10065553,Theoretical,785788,800878
93080,methyldopa,metoprolol,Hypotension,10021097,Theoretical,1305447,1307046
93104,methyldopa,nadolol,Hypotension,10021097,Theoretical,1305447,1313200
93120,methyldopa,atenolol,Hypotension,10021097,Theoretical,1305447,1314002
93136,methyldopa,nebivolol,Hypotension,10021097,Theoretical,1305447,1314577
93156,methyldopa,acebutolol,Hypotension,10021097,Theoretical,1305447,1319998
93176,methyldopa,betaxolol,Hypotension,10021097,Theoretical,1305447,1322081
93196,methyldopa,bisoprolol,Hypotension,10021097,Probable,1305447,1338005
93216,methyldopa,pindolol,Hypotension,10021097,Theoretical,1305447,1345858
93232,methyldopa,carvedilol,Hypotension,10021097,Theoretical,1305447,1346823
93252,methyldopa,propranolol,Hypotension,10021097,Theoretical,1305447,1353766
93272,methyldopa,sotalol,Hypotension,10021097,Probable,1305447,1370109
93292,methyldopa,labetalol,Hypotension,10021097,Theoretical,1305447,1386957
93316,methyldopa,celiprolol,Hypotension,10021097,Theoretical,1305447,19049145
93332,metoprolol,diltiazem,Hypotension,10021097,Probable,1307046,1328165
93362,metoprolol,terazosin,Hypotension,10021097,Probable,1307046,1341238
93392,metoprolol,prazosin,Hypotension,10021097,Probable,1307046,1350489
93422,metoprolol,doxazosin,Hypotension,10021097,Probable,1307046,1363053
93452,metoprolol,clonidine,Hypotension,10021097,Theoretical,1307046,1398937
93482,metoprolol,moxonidine,Hypotension,10021097,Theoretical,1307046,19011021
93506,metoprolol,lercanidipine,Hypotension,10021097,Theoretical,1307046,19015802
93530,verapamil,vardenafil,Hypotension,10021097,Theoretical,1307863,1311276
93555,verapamil,guanfacine,Hypotension,10021097,Theoretical,1307863,1344965
93580,verapamil,clonidine,Hypotension,10021097,Probable,1307863,1398937
93605,verapamil,avanafil,Hypotension,10021097,Theoretical,1307863,42800040
93625,lisinopril,eplerenone,Hypotension,10021097,Probable,1308216,1309799
93641,lisinopril,bendroflumethiazide,Hypotension,10021097,Theoretical,1308216,1316354
93657,lisinopril,chlorthalidone,Hypotension,10021097,Theoretical,1308216,1395058
93673,lisinopril,clopamide,Hypotension,10021097,Theoretical,1308216,19099181
93685,lisinopril,sacubitril,Hypotension,10021097,Theoretical,1308216,46275719
93697,valsartan,eplerenone,Hypotension,10021097,Theoretical,1308842,1309799
93713,eplerenone,telmisartan,Hypotension,10021097,Theoretical,1309799,1317640
93729,eplerenone,quinapril,Hypotension,10021097,Probable,1309799,1331235
93749,eplerenone,ramipril,Hypotension,10021097,Probable,1309799,1334456
93765,eplerenone,captopril,Hypotension,10021097,Probable,1309799,1340128
93781,eplerenone,enalapril,Hypotension,10021097,Probable,1309799,1341927
93801,eplerenone,trandolapril,Hypotension,10021097,Probable,1309799,1342439
93817,eplerenone,irbesartan,Hypotension,10021097,Theoretical,1309799,1347384
93833,eplerenone,candesartan,Hypotension,10021097,Theoretical,1309799,1351557
93853,eplerenone,fosinopril,Hypotension,10021097,Probable,1309799,1363749
93873,eplerenone,losartan,Hypotension,10021097,Theoretical,1309799,1367500
93893,eplerenone,perindopril,Hypotension,10021097,Probable,1309799,1373225
93921,vardenafil,diltiazem,Hypotension,10021097,Theoretical,1311276,1328165
93946,vardenafil,terazosin,Hypotension,10021097,Established,1311276,1341238
93971,vardenafil,prazosin,Hypotension,10021097,Established,1311276,1350489
93996,vardenafil,nitroglycerin,Hypotension,10021097,Established,1311276,1361711
94016,vardenafil,doxazosin,Hypotension,10021097,Established,1311276,1363053
94041,vardenafil,sotalol,Hypotension,10021097,Theoretical,1311276,1370109
94066,vardenafil,isosorbide,Hypotension,10021097,Established,1311276,1383815
94086,vardenafil,isosorbide dinitrate,Hypotension,10021097,Established,1311276,1383925
94106,nadolol,diltiazem,Hypotension,10021097,Probable,1313200,1328165
94126,nadolol,terazosin,Hypotension,10021097,Probable,1313200,1341238
94146,nadolol,prazosin,Hypotension,10021097,Probable,1313200,1350489
94166,nadolol,doxazosin,Hypotension,10021097,Probable,1313200,1363053
94186,nadolol,clonidine,Hypotension,10021097,Theoretical,1313200,1398937
94206,nadolol,moxonidine,Hypotension,10021097,Theoretical,1313200,19011021
94222,atenolol,diltiazem,Hypotension,10021097,Probable,1314002,1328165
94242,atenolol,terazosin,Hypotension,10021097,Probable,1314002,1341238
94262,atenolol,prazosin,Hypotension,10021097,Probable,1314002,1350489
94282,atenolol,doxazosin,Hypotension,10021097,Probable,1314002,1363053
94302,atenolol,clonidine,Hypotension,10021097,Theoretical,1314002,1398937
94322,atenolol,moxonidine,Hypotension,10021097,Theoretical,1314002,19011021
94338,nebivolol,diltiazem,Hypotension,10021097,Probable,1314577,1328165
94363,nebivolol,terazosin,Hypotension,10021097,Probable,1314577,1341238
94388,nebivolol,prazosin,Hypotension,10021097,Probable,1314577,1350489
94413,nebivolol,doxazosin,Hypotension,10021097,Probable,1314577,1363053
94438,nebivolol,clonidine,Hypotension,10021097,Theoretical,1314577,1398937
94463,nebivolol,moxonidine,Hypotension,10021097,Theoretical,1314577,19011021
94483,sildenafil,terazosin,Hypotension,10021097,Probable,1316262,1341238
94508,sildenafil,prazosin,Hypotension,10021097,Probable,1316262,1350489
94533,sildenafil,nitroglycerin,Hypotension,10021097,Established,1316262,1361711
94553,sildenafil,doxazosin,Hypotension,10021097,Probable,1316262,1363053
94578,sildenafil,isosorbide,Hypotension,10021097,Established,1316262,1383815
94598,sildenafil,isosorbide dinitrate,Hypotension,10021097,Established,1316262,1383925
94618,bendroflumethiazide,quinapril,Hypotension,10021097,Theoretical,1316354,1331235
94638,bendroflumethiazide,ramipril,Hypotension,10021097,Theoretical,1316354,1334456
94654,bendroflumethiazide,captopril,Hypotension,10021097,Theoretical,1316354,1340128
94670,bendroflumethiazide,enalapril,Hypotension,10021097,Theoretical,1316354,1341927
94690,bendroflumethiazide,trandolapril,Hypotension,10021097,Theoretical,1316354,1342439
94706,bendroflumethiazide,fosinopril,Hypotension,10021097,Theoretical,1316354,1363749
94726,bendroflumethiazide,sotalol,Hypotension,10021097,Probable,1316354,1370109
94746,bendroflumethiazide,perindopril,Hypotension,10021097,Theoretical,1316354,1373225
94774,acebutolol,diltiazem,Hypotension,10021097,Probable,1319998,1328165
94799,acebutolol,terazosin,Hypotension,10021097,Probable,1319998,1341238
94824,acebutolol,prazosin,Hypotension,10021097,Probable,1319998,1350489
94849,acebutolol,doxazosin,Hypotension,10021097,Probable,1319998,1363053
94874,acebutolol,clonidine,Hypotension,10021097,Theoretical,1319998,1398937
94899,acebutolol,moxonidine,Hypotension,10021097,Theoretical,1319998,19011021
94919,betaxolol,diltiazem,Hypotension,10021097,Probable,1322081,1328165
94944,betaxolol,terazosin,Hypotension,10021097,Probable,1322081,1341238
94969,betaxolol,prazosin,Hypotension,10021097,Probable,1322081,1350489
94994,betaxolol,doxazosin,Hypotension,10021097,Probable,1322081,1363053
95019,betaxolol,clonidine,Hypotension,10021097,Theoretical,1322081,1398937
95044,betaxolol,moxonidine,Hypotension,10021097,Theoretical,1322081,19011021
95064,diltiazem,bisoprolol,Hypotension,10021097,Probable,1328165,1338005
95089,diltiazem,guanfacine,Hypotension,10021097,Theoretical,1328165,1344965
95114,diltiazem,pindolol,Hypotension,10021097,Probable,1328165,1345858
95134,diltiazem,carvedilol,Hypotension,10021097,Probable,1328165,1346823
95159,diltiazem,propranolol,Hypotension,10021097,Probable,1328165,1353766
95184,diltiazem,sotalol,Hypotension,10021097,Probable,1328165,1370109
95209,diltiazem,labetalol,Hypotension,10021097,Probable,1328165,1386957
95239,diltiazem,clonidine,Hypotension,10021097,Theoretical,1328165,1398937
95264,diltiazem,celiprolol,Hypotension,10021097,Probable,1328165,19049145
95284,diltiazem,esmolol,Hypotension,10021097,Probable,1328165,19063575
95309,diltiazem,avanafil,Hypotension,10021097,Theoretical,1328165,42800040
95329,quinapril,chlorthalidone,Hypotension,10021097,Theoretical,1331235,1395058
95349,quinapril,clopamide,Hypotension,10021097,Theoretical,1331235,19099181
95364,quinapril,sacubitril,Hypotension,10021097,Theoretical,1331235,46275719
95379,ramipril,chlorthalidone,Hypotension,10021097,Theoretical,1334456,1395058
95395,ramipril,clopamide,Hypotension,10021097,Theoretical,1334456,19099181
95407,ramipril,sacubitril,Hypotension,10021097,Theoretical,1334456,46275719
95419,tadalafil,terazosin,Hypotension,10021097,Theoretical,1336926,1341238
95439,tadalafil,prazosin,Hypotension,10021097,Theoretical,1336926,1350489
95459,tadalafil,nitroglycerin,Hypotension,10021097,Established,1336926,1361711
95475,tadalafil,isosorbide,Hypotension,10021097,Established,1336926,1383815
95491,tadalafil,isosorbide dinitrate,Hypotension,10021097,Established,1336926,1383925
95507,bisoprolol,terazosin,Hypotension,10021097,Probable,1338005,1341238
95532,bisoprolol,prazosin,Hypotension,10021097,Probable,1338005,1350489
95557,bisoprolol,doxazosin,Hypotension,10021097,Probable,1338005,1363053
95582,bisoprolol,clonidine,Hypotension,10021097,Theoretical,1338005,1398937
95607,bisoprolol,moxonidine,Hypotension,10021097,Theoretical,1338005,19011021
95627,captopril,chlorthalidone,Hypotension,10021097,Theoretical,1340128,1395058
95643,captopril,clopamide,Hypotension,10021097,Theoretical,1340128,19099181
95655,captopril,sacubitril,Hypotension,10021097,Theoretical,1340128,46275719
95667,terazosin,pindolol,Hypotension,10021097,Probable,1341238,1345858
95687,terazosin,carvedilol,Hypotension,10021097,Probable,1341238,1346823
95712,terazosin,propranolol,Hypotension,10021097,Probable,1341238,1353766
95737,terazosin,sotalol,Hypotension,10021097,Probable,1341238,1370109
95762,terazosin,labetalol,Hypotension,10021097,Probable,1341238,1386957
95792,terazosin,celiprolol,Hypotension,10021097,Probable,1341238,19049145
95812,enalapril,chlorthalidone,Hypotension,10021097,Theoretical,1341927,1395058
95832,enalapril,clopamide,Hypotension,10021097,Theoretical,1341927,19099181
95847,enalapril,sacubitril,Hypotension,10021097,Theoretical,1341927,46275719
95862,trandolapril,chlorthalidone,Hypotension,10021097,Theoretical,1342439,1395058
95878,trandolapril,clopamide,Hypotension,10021097,Theoretical,1342439,19099181
95890,trandolapril,sacubitril,Hypotension,10021097,Theoretical,1342439,46275719
95902,pindolol,prazosin,Hypotension,10021097,Probable,1345858,1350489
